ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
CLE_94122,Cleveland Museum of Art,"Stele of the High Priest of Ptah, Shedsunefertem",Sculpture,"limestone, originally painted and gilded",945–924 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.669/1914.669_web.jpg
CLE_127171,Cleveland Museum of Art,Prophet and Lector-Priest with Offerings of Live Geese,Sculpture,limestone,c. 667–647 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1949.494/1949.494_web.jpg
CLE_160976,Cleveland Museum of Art,Pilgrim's Flask with Saint Menas,Ceramic,terracotta,400–600,Pottery,https://openaccess-cdn.clevelandart.org/1999.232/1999.232_web.jpg
CLE_94202,Cleveland Museum of Art,Shawabty Box of Ditamenpaankh,Funerary Equipment,painted wood,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.1.a/1914.718.1.a_web.jpg
CLE_94200,Cleveland Museum of Art,Covered Box and Shawabtys of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718/1914.718_web.jpg
CLE_132330,Cleveland Museum of Art,Ornamental Panel (from a Ceiling?),Furniture and woodwork,wood with paint,500s (frame) and 700s (central panel),Unclassified,https://openaccess-cdn.clevelandart.org/1954.799/1954.799_web.jpg
CLE_93955,Cleveland Museum of Art,Unguent Bottle (Krateriskos),Vessels,glass,c. 1336–1295 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.541/1914.541_web.jpg
CLE_154259,Cleveland Museum of Art,Face from a Cosmetic Spoon,Cosmetic Objects,ivory,1391–1353 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1988.7/1988.7_web.jpg
CLE_94207,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,c. 715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.102/1914.718.102_web.jpg
CLE_94252,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.21/1914.718.21_web.jpg
CLE_94330,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.92/1914.718.92_web.jpg
CLE_94332,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,faience,c. 715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.94/1914.718.94_web.jpg
CLE_94336,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.98/1914.718.98_web.jpg
CLE_94118,Cleveland Museum of Art,Double-Sided Votive Relief,Sculpture,limestone,305–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.666.a/1914.666.a_web.jpg
CLE_94134,Cleveland Museum of Art,Statuette of Amen-Ra,Sculpture,"bronze, solid cast",664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.679/1914.679_web.jpg
CLE_101390,Cleveland Museum of Art,Domestic Shrine,Sculpture,"limestone, originally painted",c. 1479–1425 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.2002/1920.2002_web.jpg
CLE_142385,Cleveland Museum of Art,Portrait Head of C. Cornelius Gallus (?),Sculpture,marble,c. 30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1966.20/1966.20_web.jpg
CLE_94201,Cleveland Museum of Art,Covered Box for Shawabtys of Ditamenpaankh,Funerary Equipment,painted wood,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.1/1914.718.1_web.jpg
CLE_94230,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.123/1914.718.123_web.jpg
CLE_94316,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.8/1914.718.8_web.jpg
CLE_94116,Cleveland Museum of Art,Votive Relief of a King,Sculpture,limestone,305–246 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.665/1914.665_web.jpg
CLE_93996,Cleveland Museum of Art,Frog Amulet,Amulets,carnelian,c. 1540–1296 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.570/1914.570_web.jpg
CLE_94305,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.7/1914.718.7_web.jpg
CLE_94206,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.101/1914.718.101_web.jpg
CLE_94245,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.15/1914.718.15_web.jpg
CLE_94283,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.5/1914.718.5_web.jpg
CLE_94244,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.14/1914.718.14_web.jpg
CLE_94249,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.19/1914.718.19_web.jpg
CLE_94321,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.84/1914.718.84_web.jpg
CLE_119791,Cleveland Museum of Art,Horus Falcon,Sculpture,"bronze, solid cast",664–30 BCE OR 664–330 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1940.615/1940.615_web.jpg
CLE_94234,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.127/1914.718.127_web.jpg
CLE_94235,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.128/1914.718.128_web.jpg
CLE_94246,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.16/1914.718.16_web.jpg
CLE_94322,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.85/1914.718.85_web.jpg
CLE_94331,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.93/1914.718.93_web.jpg
CLE_94226,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.12/1914.718.12_web.jpg
CLE_94227,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.120/1914.718.120_web.jpg
CLE_94229,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.122/1914.718.122_web.jpg
CLE_94233,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.126/1914.718.126_web.jpg
CLE_94323,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.86/1914.718.86_web.jpg
CLE_94328,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.90/1914.718.90_web.jpg
CLE_94329,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.91/1914.718.91_web.jpg
CLE_138686,Cleveland Museum of Art,Tomb Relief of the Chief Physician Amenhotep and Family,Sculpture,limestone with traces of paint,c. 1279–1257 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1963.100/1963.100_web.jpg
CLE_93956,Cleveland Museum of Art,Fragment of a Lintel: Hapiu's Female Musicians,Sculpture,limestone,380–343 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.542/1914.542_web.jpg
CLE_102365,Cleveland Museum of Art,Stele of Shemai,Funerary Equipment,painted limestone,c. 1960–1916 BCE,Reliefs,https://openaccess-cdn.clevelandart.org/1921.1017/1921.1017_web.jpg
CLE_94236,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.129/1914.718.129_web.jpg
CLE_94326,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.89/1914.718.89_web.jpg
CLE_94327,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.9/1914.718.9_web.jpg
CLE_94248,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.18/1914.718.18_web.jpg
CLE_94324,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.87/1914.718.87_web.jpg
CLE_94335,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.97/1914.718.97_web.jpg
CLE_94337,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.99/1914.718.99_web.jpg
CLE_119847,Cleveland Museum of Art,Statuette of Sekhmet,Sculpture,"bronze, figure solid cast, obelisk hollow cast",664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1940.669/1940.669_web.jpg
CLE_94204,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.10/1914.718.10_web.jpg
CLE_94205,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.100/1914.718.100_web.jpg
CLE_94251,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.20/1914.718.20_web.jpg
CLE_94334,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.96/1914.718.96_web.jpg
CLE_94117,Cleveland Museum of Art,Double-Sided Votive Relief,Sculpture,limestone,305–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.666/1914.666_web.jpg
CLE_94215,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.11/1914.718.11_web.jpg
CLE_94228,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.121/1914.718.121_web.jpg
CLE_94232,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.125/1914.718.125_web.jpg
CLE_94237,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.13/1914.718.13_web.jpg
CLE_94238,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.130/1914.718.130_web.jpg
CLE_94247,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.17/1914.718.17_web.jpg
CLE_94294,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.6/1914.718.6_web.jpg
CLE_94333,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.95/1914.718.95_web.jpg
CLE_153417,Cleveland Museum of Art,Pendant,Jewelry,amethyst and gold,c. 700 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1987.1/1987.1_web.jpg
CLE_101364,Cleveland Museum of Art,Stele of Djedatumiufankh,Sculpture,brown quartzite,664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.1977/1920.1977_web.jpg
CLE_101384,Cleveland Museum of Art,Decorated Amphora with Ibex Head,Vessels,marl clay ware,"before 1920    this is common era, not BCE",Statuary,https://openaccess-cdn.clevelandart.org/1920.1997/1920.1997_web.jpg
CLE_94119,Cleveland Museum of Art,Double-Sided Votive Relief,Sculpture,limestone,305–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.666.b/1914.666.b_web.jpg
CLE_140424,Cleveland Museum of Art,Shrew,Sculpture,"bronze, solid cast",305–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1964.358/1964.358_web.jpg
CLE_126196,Cleveland Museum of Art,Collar with Medallion and Pendant,Jewelry,gold,"Collar: c. 200–300 CE,
Coin: c. 177 CE",Jewellery,https://openaccess-cdn.clevelandart.org/1948.419/1948.419_web.jpg
CLE_102385,Cleveland Museum of Art,Side Panel from the Coffin of Amenemope,Funerary Equipment,gessoed and painted sycamore fig ,c. 976–889 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1921.1029/1921.1029_web.jpg
CLE_155871,Cleveland Museum of Art,A Eunuch's Dream,Painting,oil on wood,1874,Reliefs,https://openaccess-cdn.clevelandart.org/1991.173/1991.173_web.jpg
CLE_101382,Cleveland Museum of Art,Relief of Hatshepsut or Tuthmosis III,Sculpture,painted limestone,1479–1425 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.1995/1920.1995_web.jpg
CLE_149974,Cleveland Museum of Art,Statuette of a Kneeling Priest,Sculpture,"tin-bronze alloy, probably leaded, hollow cast",1186–1069 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1980.2/1980.2_web.jpg
CLE_94193,Cleveland Museum of Art,Coffin of Senbi,Funerary Equipment,gessoed and painted cedar,c. 1918–1859 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.716.a/1914.716.a_web.jpg
CLE_148396,Cleveland Museum of Art,Statuette of Bes,Sculpture,"bronze, solid cast",525–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1976.10/1976.10_web.jpg
CLE_94194,Cleveland Museum of Art,Coffin of Senbi (Lid),Funerary Equipment,gessoed and painted cedar,1918–1859 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.716.b/1914.716.b_web.jpg
CLE_122507,Cleveland Museum of Art,Statuette of Osiris,Sculpture,"bronze, body solid cast, head hollow cast",664–30 BCE OR 664–330 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1942.771/1942.771_web.jpg
CLE_122509,Cleveland Museum of Art,Statuette of Hathor,Sculpture,"bronze, solid cast",664–30 BCE OR 664–330 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1942.773/1942.773_web.jpg
CLE_74600,Cleveland Museum of Art,A Caravan in the Desert,Drawing,watercolor on wove paper,c. 1860s,Reliefs,https://openaccess-cdn.clevelandart.org/2019.61/2019.61_web.jpg
CLE_122508,Cleveland Museum of Art,Statuette of Amen-Ra,Sculpture,"bronze, solid cast, inlaid",664–30 BCE OR 664–330 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1942.772/1942.772_web.jpg
CLE_94457,Cleveland Museum of Art,"Element of Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.h/1914.795.h_web.jpg
CLE_97019,Cleveland Museum of Art,Amulet of a Ram-Headed Deity,Amulets,gold,c. 945–715 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1916.664/1916.664_web.jpg
CLE_101380,Cleveland Museum of Art,Lintel of Enseperi,Sculpture,limestone,2454–2311 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.1993/1920.1993_web.jpg
CLE_94450,Cleveland Museum of Art,Sidelock (one of a pair),Jewelry,Electrum (?) over a calcite gesso,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.a/1914.795.a_web.jpg
CLE_94463,Cleveland Museum of Art,"Rosette for Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.n/1914.795.n_web.jpg
CLE_102387,Cleveland Museum of Art,Heart Scarab of Nefer,Scarabs,graywacke,1540–1296 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1921.1030/1921.1030_web.jpg
CLE_123967,Cleveland Museum of Art,Luster Bowl with Antelope,Ceramic,earthenware with luster-painted design,1000s,Pottery,https://openaccess-cdn.clevelandart.org/1944.476/1944.476_web.jpg
CLE_100079,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.a/1919.618.a_web.jpg
CLE_100080,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.b/1919.618.b_web.jpg
CLE_119845,Cleveland Museum of Art,Ibis,Sculpture,"bronze, solid cast, with gold-rich inlays",664–30 BCE OR 664–330 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1940.667/1940.667_web.jpg
CLE_94034,Cleveland Museum of Art,Female Offering Bearer,Wood,"painted wood, figure of tamarisk(?), base of sycamore fig",2000–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.602/1914.602_web.jpg
CLE_153590,Cleveland Museum of Art,Box (Pyxis) in the Form of a Composite Capital (lid),Vessels,pale robin's-egg blue faience,305–30 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1987.127.b/1987.127.b_web.jpg
CLE_153589,Cleveland Museum of Art,Box (Pyxis) in the Form of a Composite Capital ,Vessels,pale robin's-egg blue faience,305–30 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1987.127.a/1987.127.a_web.jpg
CLE_94192,Cleveland Museum of Art,Coffin of Senbi,Funerary Equipment,gessoed and painted cedar,c. 1918–1859 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.716/1914.716_web.jpg
CLE_100086,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.h/1919.618.h_web.jpg
CLE_94454,Cleveland Museum of Art,"Element of Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.e/1914.795.e_web.jpg
CLE_94455,Cleveland Museum of Art,"Element of Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.f/1914.795.f_web.jpg
CLE_101388,Cleveland Museum of Art,Amulet of Nefertem,Amulets,faience,525–343 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1920.2000/1920.2000_web.jpg
CLE_150121,Cleveland Museum of Art,Shawabty,Funerary Equipment,hematite,c. 1859–1648 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1980.42/1980.42_web.jpg
CLE_100081,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.c/1919.618.c_web.jpg
CLE_94453,Cleveland Museum of Art,"Element of Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.d/1914.795.d_web.jpg
CLE_94451,Cleveland Museum of Art,Sidelock (one of a pair),Jewelry,Electrum (?) over a clay-bulked resinous core,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.b/1914.795.b_web.jpg
CLE_94462,Cleveland Museum of Art,"Rosettes for Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.m/1914.795.m_web.jpg
CLE_100083,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.e/1919.618.e_web.jpg
CLE_147036,Cleveland Museum of Art,Statuette of Harpocrates,Sculpture,"bronze, hollow cast, with silver inlays",c. 50 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1972.6/1972.6_web.jpg
CLE_153782,Cleveland Museum of Art,Weight in the Form of a Lion,Implements,leaded tin-bronze,c. 1391–1353 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1987.77/1987.77_web.jpg
CLE_100082,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.d/1919.618.d_web.jpg
CLE_112313,Cleveland Museum of Art,Relief of Agricultural Scenes,Sculpture,painted limestone,c. 2311–2281 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1930.736/1930.736_web.jpg
CLE_94452,Cleveland Museum of Art,"Element of Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.c/1914.795.c_web.jpg
CLE_94261,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.3/1914.718.3_web.jpg
CLE_109043,Cleveland Museum of Art,Head of Alexander the Great,Sculpture,marble,300–200 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1927.209/1927.209_web.jpg
CLE_94495,Cleveland Museum of Art,Cosmetic Vessel (Cylinder Beaker),Vessels,travertine,1980–1801 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.813/1914.813_web.jpg
CLE_153588,Cleveland Museum of Art,Box (Pyxis) in the Form of a Composite Capital,Vessels,pale robin's-egg blue faience,305–30 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1987.127/1987.127_web.jpg
CLE_156119,Cleveland Museum of Art,Monkey-Shaped Aryballos (Oil Vessel),Ceramic,ceramic,c. 580 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1991.50/1991.50_web.jpg
CLE_142026,Cleveland Museum of Art,Octodrachm: Head of Arsinoe II (obverse); Double Cornucopia (reverse),Coins,gold,205–145 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1965.552/1965.552_web.jpg
CLE_94015,Cleveland Museum of Art,Shawabty of Ankh-Hor,Funerary Equipment,"pale turquoise, vitreous Egyptian blue",595–586 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.586/1914.586_web.jpg
CLE_94037,Cleveland Museum of Art,Model Steering Oar,Funerary Equipment,painted tamarisk,2040–1648 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.604.a/1914.604.a_web.jpg
CLE_100085,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.g/1919.618.g_web.jpg
CLE_100094,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.p/1919.618.p_web.jpg
CLE_114235,Cleveland Museum of Art,Qur'an Manuscript Folio,Drawing,"ink, gold, and colors on paper",1300s,Jewellery,https://openaccess-cdn.clevelandart.org/1933.480/1933.480_web.jpg
CLE_94004,Cleveland Museum of Art,Lepidotus Fish,Sculpture,"bronze, hollow cast",305–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.576/1914.576_web.jpg
CLE_94460,Cleveland Museum of Art,"Rosette for Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.k/1914.795.k_web.jpg
CLE_114237,Cleveland Museum of Art,Qur'an Manuscript Folio (verso),Drawing,"ink, gold, and colors on paper",1300s,Jewellery,https://openaccess-cdn.clevelandart.org/1933.480.b/1933.480.b_web.jpg
CLE_114236,Cleveland Museum of Art,Qur'an Manuscript Folio (recto),Drawing,"ink, gold, and colors on paper",1300s,Jewellery,https://openaccess-cdn.clevelandart.org/1933.480.a/1933.480.a_web.jpg
CLE_100088,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.j/1919.618.j_web.jpg
CLE_100096,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.r/1919.618.r_web.jpg
CLE_100098,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.t/1919.618.t_web.jpg
CLE_94050,Cleveland Museum of Art,Pyxis with Lid,Vessels,turquoise faience with black decoration,c. 1901–1525 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.609.a/1914.609.a_web.jpg
CLE_94459,Cleveland Museum of Art,"Element of Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.j/1914.795.j_web.jpg
CLE_93954,Cleveland Museum of Art,Lentoid Flask (Pilgrim Flask),Vessels,glass,c. 1336–1186 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.540/1914.540_web.jpg
CLE_93991,Cleveland Museum of Art,Unguent Bottle (Amphoriskos),Vessels,glass,1549–1296 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.566/1914.566_web.jpg
CLE_152321,Cleveland Museum of Art,Bowl with Lotus Bud Decoration,Vessels,bright turquoise blue faience,1–200 CE,Pottery,https://openaccess-cdn.clevelandart.org/1985.183/1985.183_web.jpg
CLE_94125,Cleveland Museum of Art,Kohl Container,Cosmetic Objects,wood,1540–1296 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1914.671/1914.671_web.jpg
CLE_151883,Cleveland Museum of Art,Lotus Blossom Necklace Terminal,Jewelry,polychrome faience with inlaid and painted decoration,c. 1391–1337 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1984.176/1984.176_web.jpg
CLE_100100,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.v/1919.618.v_web.jpg
CLE_94456,Cleveland Museum of Art,"Element of Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.g/1914.795.g_web.jpg
