ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
HAM_291873,Harvard Art Museums,Lusterware bowl sherd with two peacocks,Fragments,Ceramic,Fatimid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01482_dynmc
HAM_291901,Harvard Art Museums,Painting on cloth,Paintings,"Painted linen
",Roman period,Reliefs,https://nrs.harvard.edu/urn-3:HUAM:INV103104_dynmc
HAM_291906,Harvard Art Museums,Quadruped figurine,Sculpture,Ceramic,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:CARP01480_dynmc
HAM_291968,Harvard Art Museums,Luster bowl fragment with inscription,Fragments,Ceramic,Fatimid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01485_dynmc
HAM_291979,Harvard Art Museums,Boat with Seated Figure and Two Kneeling Oarsmen,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV031115_dynmc
HAM_291999,Harvard Art Museums,Head of a Man,Sculpture,Bone,Predynastic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS37474_dynmc
HAM_292050,Harvard Art Museums,One of a Pair of Recumbent Jackals (The God Anubis),Sculpture,Wood,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS49760_dynmc
HAM_292090,Harvard Art Museums,Head of Amenophis IV (Akhenaten),Sculpture,red quartzite,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS47547_dynmc
HAM_292125,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028701_dynmc
HAM_292129,Harvard Art Museums,Relief fragment with the Head of Pharoah Protected by the Hawk of Horus,Sculpture,Stone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS34362_dynmc
HAM_292137,Harvard Art Museums,Lion Head,Sculpture,Stone,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS31565_dynmc
HAM_292159,Harvard Art Museums,Fragment of an Offering Basin,Sculpture,Stone,Middle Kingdom,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV027615_dynmc
HAM_292168,Harvard Art Museums,Head of a king or woman,Sculpture,Plaster,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108417_dynmc
HAM_292183,Harvard Art Museums,Male Figure,Sculpture,Painted wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030824_dynmc
HAM_292190,Harvard Art Museums,Luster bowl sherd with peacock,Vessels,Ceramic,Fatimid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01476_dynmc
HAM_292246,Harvard Art Museums,Standing Man,Sculpture,Wood,New Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS34656
HAM_292254,Harvard Art Museums,Miniature Vase with Cover,Vessels,Stone,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030838_dynmc
HAM_292258,Harvard Art Museums,Ushabti of Princess Maatkare,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028699_dynmc
HAM_292259,Harvard Art Museums,Ushabti,Sculpture,Terracotta,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV107691_dynmc
HAM_292324,Harvard Art Museums,Portrait of a man,Paintings,Encaustic on imported European lime wood (Tilia europaea).,"Roman Imperial period, Late",Reliefs,https://nrs.harvard.edu/urn-3:HUAM:31108_dynmc
HAM_292328,Harvard Art Museums,Head of a Man (Forgery),Sculpture,Black granite,Modern,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS34925_dynmc
HAM_292348,Harvard Art Museums,Ushabti,Sculpture,Faience,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030922_dynmc
HAM_292405,Harvard Art Museums,Amulet or tile of owl,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028607_dynmc
HAM_292406,Harvard Art Museums,"Amulet of Imsety, one of the four sons of Horus",Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028576_dynmc
HAM_292407,Harvard Art Museums,Amulet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028593_dynmc
HAM_292408,Harvard Art Museums,String of Beads,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028528_dynmc
HAM_292409,Harvard Art Museums,Statuette of Sekhmet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028718_dynmc
HAM_292410,Harvard Art Museums,Amulet of Taweret,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028723_dynmc
HAM_292411,Harvard Art Museums,Amulet of Taweret,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028639_dynmc
HAM_292412,Harvard Art Museums,RING,Amulets,,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028603_dynmc
HAM_292413,Harvard Art Museums,RING,Amulets,,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028605_dynmc
HAM_292432,Harvard Art Museums,Ornament,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028436_dynmc
HAM_292433,Harvard Art Museums,Ushabti belonging to Amunniutnakht,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028687_dynmc
HAM_292434,Harvard Art Museums,"Amulet of Hapi, one of the four sons of Horus",Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028573_dynmc
HAM_292435,Harvard Art Museums,RING,Amulets,,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028629_dynmc
HAM_292437,Harvard Art Museums,String of Beads,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028520_dynmc
HAM_292445,Harvard Art Museums,Head of a Man,Sculpture,Alabaster,Old Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS10536_dynmc
HAM_292475,Harvard Art Museums,RELIEF,Sculpture,,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028590_dynmc
HAM_292476,Harvard Art Museums,Djed Pillar Amulet,Amulets,,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028596_dynmc
HAM_292485,Harvard Art Museums,Head of a man possibly Nectanabo II (sculptor's model),Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108418_dynmc
HAM_292511,Harvard Art Museums,Ushabti belonging to Amunniutnakht,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028688_dynmc
HAM_292513,Harvard Art Museums,String of Beads,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028532_dynmc
HAM_292534,Harvard Art Museums,Statuette of Maneless Baboon,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028417_dynmc
HAM_292535,Harvard Art Museums,Tyet Knot Amulet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028594_dynmc
HAM_292573,Harvard Art Museums,Base and Feet of Man Holding Osiris Shrine,Sculpture,Stone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108421_dynmc
HAM_292575,Harvard Art Museums,Statuette,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030874_dynmc
HAM_292578,Harvard Art Museums,Canopic Jar of Pafhernetjer with Lid in Shape of a Baboon Head,Vessels,Alabaster,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:807496
HAM_292583,Harvard Art Museums,"Sculptor's Model, Head of a Lion",Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108415_dynmc
HAM_292600,Harvard Art Museums,Head of an Owl,Sculpture,Marble,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108301_dynmc
HAM_292601,Harvard Art Museums,Figures Seated Back-to-back,Sculpture,Stone,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV107604_dynmc
HAM_292609,Harvard Art Museums,"Stone Slab Inscribed with Cartouche of Ka-Khepera, Sesostris I",Inscriptions,Red quarzite,"Middle Kingdom, Dynasty 12",Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV027632_dynmc
HAM_292610,Harvard Art Museums,Standing Male Statuette,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV033439_dynmc
HAM_292642,Harvard Art Museums,Statuette of a Striding Man,Sculpture,"Wood, traces of paint","Old Kingdom, Dynasty 6",Statuary,https://nrs.harvard.edu/urn-3:HUAM:78928_dynmc
HAM_292656,Harvard Art Museums,Male Figure,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV033441_dynmc
HAM_292658,Harvard Art Museums,Head of a Man,Sculpture,Sandstone,"Old Kingdom, Dynasty 5",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108416_dynmc
HAM_292659,Harvard Art Museums,Votive or Amulet in the form of a Crocodile,Sculpture,Stone,Late Period to Ptolemaic,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV031448_dynmc
HAM_292681,Harvard Art Museums,Perfume Jar,Vessels,Alabaster,New Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030804_dynmc
HAM_292711,Harvard Art Museums,Statuette of a Cat,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS33905_dynmc
HAM_292712,Harvard Art Museums,Ba Bird,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:802979
HAM_292714,Harvard Art Museums,Vase,Vessels,Alabaster,New Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030807_dynmc
HAM_292715,Harvard Art Museums,Beaker,Vessels,Alabaster,Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030910_dynmc
HAM_292779,Harvard Art Museums,Small Ointment Jar,Vessels,Alabaster,New Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030792_dynmc
HAM_292790,Harvard Art Museums,Statuette of Bes,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028443_dynmc
HAM_292791,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV108982_dynmc
HAM_292792,Harvard Art Museums,Amulet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV108981_dynmc
HAM_292793,Harvard Art Museums,Statuette of Khnum,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028636_dynmc
HAM_292794,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028691_dynmc
HAM_292795,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028705_dynmc
HAM_292796,Harvard Art Museums,Statuette of Khonsu,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028633_dynmc
HAM_292797,Harvard Art Museums,Statuette of Hathor,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028642_dynmc
HAM_292798,Harvard Art Museums,Ushabti belonging to Nesypernub,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028706_dynmc
HAM_292799,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028708_dynmc
HAM_292800,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028553_dynmc
HAM_292801,Harvard Art Museums,Overseer ushabti belonging to Khonsuenrenep,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028623_dynmc
HAM_292802,Harvard Art Museums,Ushabti belonging to Nesyamunipet,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028703_dynmc
HAM_292803,Harvard Art Museums,Ushabti,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028702_dynmc
HAM_292817,Harvard Art Museums,Amulet,Amulets,Terracotta,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028693_dynmc
HAM_292818,Harvard Art Museums,Amulet,Amulets,Terracotta,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028628_dynmc
HAM_292819,Harvard Art Museums,Statuette of Bes,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028437_dynmc
HAM_292820,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028411_dynmc
HAM_292821,Harvard Art Museums,Amulet of Taweret,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028558_dynmc
HAM_292823,Harvard Art Museums,Ushabti belonging to Tashedkhonsu,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028700_dynmc
HAM_292824,Harvard Art Museums,Overseer ushabti belonging to Tjanefer,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028694_dynmc
HAM_292825,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028552_dynmc
HAM_292826,Harvard Art Museums,Ushabti belonging to Nesyamunipet,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028692_dynmc
HAM_292828,Harvard Art Museums,Ushabti belonging to Isis (?),Sculpture,Clay with paint,"New Kingdom, Dynasty 19",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028539_dynmc
HAM_292829,Harvard Art Museums,Ushabti belonging to Nesypernub,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028696_dynmc
HAM_292830,Harvard Art Museums,Female Sphinx with Nubian hair style,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV031037_dynmc
HAM_292831,Harvard Art Museums,Statuette of Harpocrates,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028602_dynmc
HAM_292832,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,Late Period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028626_dynmc
HAM_292833,Harvard Art Museums,Statuette of of Lion-Headed Goddess,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV031409_dynmc
HAM_292834,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028697_dynmc
HAM_292835,Harvard Art Museums,Overseer ushabti belonging to Tjanefer,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028704_dynmc
HAM_292836,Harvard Art Museums,Ushabti belonging to Tashedkhonsu,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028710_dynmc
HAM_292837,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028646_dynmc
HAM_292838,Harvard Art Museums,Ushabti belonging to an unknown ancient Egyptian person,Sculpture,Faience,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028554_dynmc
HAM_292864,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028695_dynmc
HAM_292865,Harvard Art Museums,Ushabti belonging to Nesypernub,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028698_dynmc
HAM_292866,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028541_dynmc
HAM_292868,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028625_dynmc
HAM_292869,Harvard Art Museums,Ushabti belonging to an unknown ancient Egyptian person,Sculpture,Faience,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028647_dynmc
HAM_292870,Harvard Art Museums,Ushabti belonging to Amunniutnakht,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028689_dynmc
HAM_292978,Harvard Art Museums,Ushabti belonging to Amunniutnakht,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028690_dynmc
HAM_292979,Harvard Art Museums,"Amulet of Duamutef, one of the four sons of Horus",Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028634_dynmc
HAM_292980,Harvard Art Museums,"Amulet of Duamutef, one of the four sons of Horus",Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028560_dynmc
HAM_292981,Harvard Art Museums,"Amulet of Qebehsenuef, one of the four sons of Horus",Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028570_dynmc
HAM_292982,Harvard Art Museums,Winged Scarab,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV108983_dynmc
HAM_292983,Harvard Art Museums,String of Beads,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028522_dynmc
HAM_292984,Harvard Art Museums,Statuette of Bastet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028712_dynmc
HAM_292985,Harvard Art Museums,Statuette of Mut,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028557_dynmc
HAM_293192,Harvard Art Museums,One of 14 Squeezes from Egyptian Manuscripts,Rubbings,Paper,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV058505_dynmc
HAM_293282,Harvard Art Museums,Ba Bird,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030872_dynmc
HAM_293283,Harvard Art Museums,Upper Half of a Statuette,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV033678_dynmc
HAM_299134,Harvard Art Museums,Running Figure,Drawings,,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV027794_dynmc
HAM_301889,Harvard Art Museums,Inlay Representing the Upper Torso of a Female Figure,Sculpture,Copper alloy,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251714_dynmc
HAM_303605,Harvard Art Museums,Apis Bull,Sculpture,Bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251153_dynmc
HAM_303606,Harvard Art Museums,Isis and Horus,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251154_dynmc
HAM_303607,Harvard Art Museums,"Harpokrates
",Sculpture,Leaded bronze,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251155_dynmc
HAM_303639,Harvard Art Museums,Seated Osiris,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251150_dynmc
HAM_303640,Harvard Art Museums,Standing Osiris,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251152_dynmc
HAM_303676,Harvard Art Museums,Nefertem,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:71871_dynmc
HAM_303682,Harvard Art Museums,Head of Horus,Sculpture,Bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251304_dynmc
HAM_303734,Harvard Art Museums,Hawk (the god Horus),Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251156_dynmc
HAM_303779,Harvard Art Museums,"Relief fragments from the tomb of the official Ptahshepses, nicknamed Impy",Sculpture,"Limestone, with plaster repairs (ancient)","Old Kingdom, Dynasty 6",Statuary,https://nrs.harvard.edu/urn-3:HUAM:784137
HAM_303819,Harvard Art Museums,Cat,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251231_dynmc
HAM_303820,Harvard Art Museums,Ichneumon or Shrewmouse on a Coffin,Sculpture,Copper alloy,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251234_dynmc
HAM_303839,Harvard Art Museums,Horus Falcon Wearing Crown of Upper and Lower Egypt with Uraeus,Sculpture,"Leaded bronze, gold-alloy inlay around eye","Late Period, Dynasty 26",Jewellery,https://nrs.harvard.edu/urn-3:HUAM:DDC251071_dynmc
HAM_303849,Harvard Art Museums,Water Spout in the form of the head of a Black African,Sculpture,Leaded bronze,Ptolemaic period to Roman Imperial,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251620_dynmc
HAM_303853,Harvard Art Museums,Head of an Ibis,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251399_dynmc
HAM_303893,Harvard Art Museums,Seated Harpokrates,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251211_dynmc
HAM_303935,Harvard Art Museums,Head of an Ibis (Thoth),Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC250930_dynmc
HAM_303971,Harvard Art Museums,Osiris,Sculpture,"Leaded bronze, gold and electrum inlays",Late Period to Ptolemaic,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:DDC250142_dynmc
HAM_303972,Harvard Art Museums,Deity's Beard,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251215_dynmc
HAM_303973,Harvard Art Museums,Anubis,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:72509_dynmc
HAM_303989,Harvard Art Museums,Rearing Snake on a Coffin,Sculpture,Copper alloy,"Late Period, Dynasty 26",Jewellery,https://nrs.harvard.edu/urn-3:HUAM:LEG251218_dynmc
HAM_303992,Harvard Art Museums,Standing Osiris,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251406_dynmc
HAM_303995,Harvard Art Museums,Standing Osiris,Sculpture,Mixed copper alloy,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251240_dynmc
HAM_304008,Harvard Art Museums,Lion-Headed Deity with Cobra Headdress,Sculpture,"Leaded bronze, gold inlay","Late Period, Dynasty 26",Jewellery,https://nrs.harvard.edu/urn-3:HUAM:DDC105100_dynmc
HAM_304011,Harvard Art Museums,Lion-Headed Deity with Atef Crown,Sculpture,Leaded bronze,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC105100_dynmc
HAM_304019,Harvard Art Museums,Sistrum,Musical Instruments,Brass,Roman Imperial period,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:LEG251279_dynmc
HAM_304039,Harvard Art Museums,Frog,Sculpture,Leaded copper-tin-antimony alloy,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251210_dynmc
HAM_304040,Harvard Art Museums,Deity's Beard,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251212_dynmc
HAM_304041,Harvard Art Museums,Part of an Atef Crown,Sculpture,Copper alloy,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251217_dynmc
HAM_304042,Harvard Art Museums,Harpokrates (Horus the Child),Sculpture,Leaded bronze,Late Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC250036_dynmc
HAM_304061,Harvard Art Museums,Coiled Snake on a Coffin,Sculpture,Leaded bronze,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251214_dynmc
HAM_304323,Harvard Art Museums,Sling Bullet,Weapons and Ammunition,Lead,Hellenistic period,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:VRS15716_dynmc
HAM_304371,Harvard Art Museums,Standing Figure,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030883_dynmc
HAM_304372,Harvard Art Museums,Falcon,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC250034_dynmc
HAM_304411,Harvard Art Museums,Head of a Cat,Sculpture,Leaded arsenical bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC250033_dynmc
HAM_304412,Harvard Art Museums,Standing Osiris,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:CARP12546_dynmc
HAM_304551,Harvard Art Museums,Seated Cat on Inscribed Base,Sculpture,Mixed copper alloy,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251667_dynmc
HAM_311078,Harvard Art Museums,Standing Harpokrates,Sculpture,Bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251303_dynmc
HAM_312124,Harvard Art Museums,Seated Cat,Sculpture,Leaded copper,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251291_dynmc
HAM_312178,Harvard Art Museums,Harpokrates,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC250045_dynmc
HAM_312242,Harvard Art Museums,Standing Osiris,Sculpture,Leaded copper-tin-antimony alloy,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251294_dynmc
HAM_312251,Harvard Art Museums,Standing Osiris,Sculpture,Bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG251299_dynmc
HAM_312253,Harvard Art Museums,Falcon,Sculpture,Leaded bronze,Late Period to Ptolemaic,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC251611_dynmc
HAM_315197,Harvard Art Museums,Square with Figures and Spotted Animals,Textile Arts,"Wool and linen, tapestry weave",Byzantine period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:763794
HAM_323644,Harvard Art Museums,Partial Manuscript of a Qur'an,Manuscripts,"Ink, opaque watercolor and gold on paper",Mamluk period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:DDC101957_dynmc
HAM_323646,Harvard Art Museums,Folio 1 from a Fragment of a Qur'an: Sura 4: 24 (recto and verso),Manuscripts,"Ink, opaque watercolor and gold on paper",Mamluk period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:DDC101957_dynmc
HAM_323647,Harvard Art Museums,"Folio 2 from a Fragment of a Qur'an: Sura 4: 24-25 (recto), Sura 4: 25 (verso)",Manuscripts,"Ink, opaque watercolor and gold on paper",Mamluk period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:DDC101958_dynmc
