ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
MET_544654,Met Museum,"Sculptors at Work, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), sculptors","Paper, tempera paint, ink",New Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/LC-31_6_10_EGDP036153.jpg
MET_544655,Met Museum,"Sculptors at Work, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), sculptors",Tempera on Paper,New Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DT10885.jpg
MET_544662,Met Museum,Scarab with a Solar/Lunar Deity (?) Protected by Two Animal Headed Figures,"Scarab, solar/lunar deity",Steatite (glazed),Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/D_762_bottom.jpg
MET_544663,Met Museum,Cylinder seal with falcon headed figure,"Cylinder seal, falcon headed figure",Steatite (glazed),"Second Intermediate Period, Hyksos",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/74.51.4304_view_2.jpg
MET_544664,Met Museum,Canaanite Scarab with Two Men and a Lion,"Scarab, men, lion",Steatite (glazed),Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/D_764_bottom.jpg
MET_544665,Met Museum,Canaanite Scarab Showing a Prostrate Man under Two Cobras and a Scarab (Emblems of a Ruler),"Scarab, cobras, ruler emblems",Steatite (glazed),Early New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/D_765_bottom.jpg
MET_544666,Met Museum,Scarab depicting a kneeling man (?),"Scarab, Kneeling man (?)",Steatite (glazed),New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.506_EGDP017810.jpg
MET_544667,Met Museum,Scarab Ring of Ruiu,"Ring, Ruiu, scarab","Steatite (glazed), silver",New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_3_52_EGDP025371.jpg
MET_544669,Met Museum,Canaanite Scarab with a Roaring Lion,"Scarab, lion",Steatite,Early New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/D_769_bottom.jpg
MET_544670,Met Museum,Canaanite Scarab with a Lion over a Crocodile,"Scarab, lion, crocodile",Steatite,Early New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/D_767_bottom.jpg
MET_544674,Met Museum,Relief Depicting the Nurse Tia,"Talatat, nurse Tia","Limestone, paint","New Kingdom, Amarna Period",Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DT8190.jpg
MET_544679,Met Museum,"Finger ring, likely belonging to Queen Tiye","Ring, Neb-maat-re, Amenhotep III",Gold,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-38625-001.jpg
MET_544680,Met Museum,Pair of Clappers,"Music, clapper, arm, hand",Hippopotamus ivory,"New Kingdom, Amarna Period",Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DT11781.jpg
MET_544681,Met Museum,Head of a Nubian Man (Sculptor's Trial Piece?),"Trial piece (?), relief of a Nubian head, earring","Limestone, paint","New Kingdom, Amarna Period",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP234729.jpg
MET_544682,Met Museum,Royal Barge at its Mooring,"Talatat, royal barge","Limestone, paint","New Kingdom, Amarna Period",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DT8200.jpg
MET_544683,Met Museum,Statue of two men and a boy that served as a domestic icon,"Statue group, two men, boy","Limestone, paint","New Kingdom, Amarna Period",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP206147.jpg
MET_544684,Met Museum,Funerary Figure of Akhenaten,"Funerary figure, shabti, Akhenaten",Quartzite (brown),"New Kingdom, Amarna Period",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/47.57.2_EGDP020606.jpg
MET_544685,Met Museum,Head from a statuette,"Head, statuette","Limestone, paint","New Kingdom, Amarna Period",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/31.114.1_EGDP019314.jpg
MET_544686,Met Museum,Funerary Figure of Akhenaten,"Funerary figure,  shabti, Akhenaten",Granite,"New Kingdom, Amarna Period",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-24220-001.jpg
MET_544687,Met Museum,"Terminal, possibly for a scepter, with the name of Meketaten","scepter (?), terminal, Meketaten",Gold,"New Kingdom, Amarna Period",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DT11687.jpg
MET_544688,Met Museum,Canopic Jar (with lid 30.8.54),"Canopic Jar, Kiya (lid: 30.8.54)",Travertine (Egyptian alabaster),"New Kingdom, Amarna Period",Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/2836.jpg
MET_544689,Met Museum,Canopic Jar (07.226.1) with a Lid Depicting a Queen (30.8.54),"Canopic Jar Lid to the jar 07.226.1 of Kiya, secondary queen of Akhenaten","Travertine (Egyptian alabaster), blue glass, obsidian, unidentified stone","New Kingdom, Amarna Period",Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DT227703.jpg
MET_544690,Met Museum,Head of Tutankhamun,"Head, Tutankhamun, god's hand",Indurated Limestone,"New Kingdom, Amarna Period",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT546.jpg
MET_544691,Met Museum,Head of the god Amun,"Head, Amun, Tutankhamun",Granodiorite,"New Kingdom, post-Amarna Period",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT11639.jpg
MET_544697,Met Museum,Relief with chariots,"Talatat, chariots","Limestone, paint","New Kingdom, Amarna Period",Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/27.6.1_EGDP012941.jpg
MET_544698,Met Museum,Bowl Decorated with Marsh Scenes,"Bowl, marsh scenes",Silver,"New Kingdom, Ramesside",Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-15343-001.jpg
MET_544699,Met Museum,Sculptor's trial piece,"Relief plaque, unfinished, smiting king",Limestone,"New Kingdom, Ramesside or later",Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/90.6.144.JPG
MET_544700,Met Museum,Shabti of Sennedjem,"Shabti, Sennedjem","Limestone, paint","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/86.1.22_front_rgb.jpg
MET_544701,Met Museum,Cosmetic Box from the tomb of Sennedjem,"Box, cosmetic",Gessoed and painted wood,"New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DT202028.jpg
MET_544702,Met Museum,Jar from the tomb of Sennedjem,"Jar, wine",Painted red pottery,"New Kingdom, Ramesside",Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DT202024.jpg
MET_544703,Met Museum,Shabti box of Paramnekhu,"Shabti box, Paramnekhu","Wood, gesso, paint","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-86_1_14_EGDP025699.jpg
MET_544704,Met Museum,Outer Coffin of Khonsu,"Coffin, Khonsu","Wood, gesso, paint, varnish","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-86_1_1_EGDP026782-Stiched.jpg
MET_544705,Met Museum,Inner coffin of Khonsu,"Coffin, Khonsu","Wood, gesso, paint","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-86_1_2_EGDP026785-Stitched.jpg
MET_544708,Met Museum,Canopic Chest of Khonsu,"Canopic chest, Khonsu","Wood, gesso, paint, varnish, linen string","New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-39603-001.jpg
MET_544709,Met Museum,Mummy Mask of Khonsu,"Mask, Khonsu",Painted wood and cartonnage,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-86_1_4_EGDP026798.jpg
MET_544710,Met Museum,Nose and lips of Akhenaten,Akhenaten nose and lips,Indurated limestone,"New Kingdom, Amarna Period",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DT222401.jpg
MET_544718,Met Museum,Doorjamb from a Temple of Ramesses II,"Door jamb, temple of Ramesses II",Granite,"New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/13.183.2_06.jpg
MET_544719,Met Museum,Window grill from a palace of Ramesses III,"Window grill, palace of Ramesses III","Sandstone, paint","New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/LC-14_6_232_EGDP033444.jpg
MET_544720,Met Museum,Block from a Relief Depicting a Battle,"Relief, battle scene","Sandstone, paint",New Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/213_S3BR2_01GG.jpg
MET_544721,Met Museum,Dish for holding flax,Spinning bowl,Limestone,"New Kingdom, Ramesside",Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/vs15.3.743xx.jpg
MET_544726,Met Museum,Half-Circle Plaque,"Plaque, half circle, cartouches",Travertine (Egyptian alabaster),"New Kingdom, Ramesside",Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_3_258_EGDP027784.jpg
MET_544727,Met Museum,Foundation Deposit Plaque,Foundation Deposit Plaque,Faience,"New Kingdom, Ramesside",Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_3_254_EGDP031226.jpg
MET_544728,Met Museum,Foundation Deposit Plaque,"Foundation Deposit, plaque",Faience,"New Kingdom, Ramesside",Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_3_257_EGDP027801.jpg
MET_544735,Met Museum,Foundation Deposit Plaque,Plaque,Gold,"New Kingdom, Ramesside",Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_3_280_EGDP031519.jpg
MET_544740,Met Museum,Yuny and His Wife Renenutet,"Statue, Yuny, Renenutet, pair, menat, music","Limestone, paint","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT549.jpg
MET_544741,Met Museum,Kneeling Statue of Yuny,"Statue, Yuny, naophor","Limestone, paint","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/EG547.jpg
MET_544742,Met Museum,Statue of Wepwawet and Isis-Hathor,"Statue, Isis, Wepwawet, dedicated by Siese, Ramesses II",Limestone,"New Kingdom, Ramesside Period",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-38681-001.jpg
MET_544743,Met Museum,Artist's Sketch of a Horse,"Ostracon, figured, horse","Limestone, ink",Ramesside Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP226601.jpg
MET_544744,Met Museum,Ostracon with fighting bulls,"Ostracon, figured, fighting bulls","Limestone, paint","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/EG171.jpg
MET_544745,Met Museum,Charioteer's Whip of Itamun,"Whip, Charioteer's, Itamun-label","Wood, leather",Third Intermediate Period,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/22.3.15_EGDP014950.jpg
MET_544750,Met Museum,Metal Fittings probably for an extra-sepulchral funerary figure,"Shabti, head, pectoral, arms, composite",Cupreous alloy,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_99_EGDP026396.jpg
MET_544751,Met Museum,Neck from a vessel depicting the goddess Hathor flanked by felines,"Situla, Hathor emblem, felines","Silver, gold","New Kingdom, Ramesside",Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-15346-001.jpg
MET_544752,Met Museum,Head of King Seti II Wearing the Blue Crown,"Head, Amenmesse, Seti II, blue crown","Quartzite, paint","New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-24217-001.jpg
MET_544753,Met Museum,Decorated spoon,Decorated spoon,Faience,"New Kingdom, Ramesside or Third Intermediate Period",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP240239.jpg
MET_544754,Met Museum,Child god (Harpokrates?) amulet,"Amulet, Harpokrates",Lapis lazuli,Late Period–Ptolemaic Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-49_121_2_EGDP023585.jpg
MET_544755,Met Museum,Relief of a Female Deity's Head,"Relief, female deity's head, probably Isis",Limestone,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP160302.jpg
MET_544756,Met Museum,Tile from Side of Platform of Dais,"Tile, palace of Ramesses II",Faience,"New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/EG138.jpg
MET_544757,Met Museum,See 35.1.12,"Tile, palace of Ramesses II, stairway to dais","Faience, paint","New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/image-number-only.jpg
MET_544758,Met Museum,See 35.1.18,"Tile, palace of Ramesses II, stairway to dais","Faience, paint","New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/image-number-only.jpg
MET_544759,Met Museum,See 35.1.16,"Tile, palace of Ramesses II, platform of dais","Faience, paint","New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/image-number-only.jpg
MET_544760,Met Museum,Lion Subduing a Prince of Kush,"Statue, lion, captive",Faience,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_1_23_EGDP029092.jpg
MET_544761,Met Museum,Tile with water flowers in a canal,"Tile, palace of Ramesses II, water flowers",Faience,"New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_1_105_EGDP028306.jpg
MET_544768,Met Museum,See 30.8.66,"Bead, filagree, cornflower",Gold,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/image-number-only.jpg
MET_544769,Met Museum,Necklace in Gold Filagree of Queen Tausret,Necklace of cornflower beads found with jewelry of Queen Tawosret,Gold,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/30.8.66_EGDP010684.jpg
MET_544770,Met Museum,Shabti box of Nakhtamun,"Shabti box, Nakhtamun","Wood, paint","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/47.139a-b_EGDP015372.jpg
MET_544771,Met Museum,Shabti of Tjebure,"Shabti, Tjebure",Serpentinite,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-44_4_72_EGDP028102.jpg
MET_544772,Met Museum,Pectoral of Mutnefret,"Pectoral, Mutnefret",Faience,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-26_7_906_EGDP034373.jpg
MET_544773,Met Museum,Funerary Papyrus of the Steward Sethnakht,"Papyrus, Sethnakht, funerary","Papyrus, ink, pigment","New Kingdom, Ramesside",Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/35.9.19a-e_EGDP010220.jpg
MET_544775,Met Museum,Gameboard and Gaming Pieces,Game Board,"Faience, modern wood",New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP310299.jpg
MET_544776,Met Museum,Votive stela of Userhat,"Stela, Userhat","Limestone, paint",New Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP226728.jpg
MET_544778,Met Museum,Weight Weighing Six Deben,"Weight, 6 deben, bull","Bronze or copper alloy, filled with lead",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-04_2_23_EGDP037381.jpg
MET_544779,Met Museum,Relief with Head of King Ahmose Wearing the Red Crown,"Relief, King Ahmose, Red Crown","Limestone, paint",New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/vshatrelief.jpg
MET_544780,Met Museum,Head of Amun,"Head, Amun, feather crown",Granodiorite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-36582-005.jpg
MET_544787,Met Museum,Donkey with packs on its back,"Figurine, Donkey","Clay, twigs",Second Intermediate Period–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-12_181_272b–k_EGDP035600.jpg
MET_544788,Met Museum,Rishi coffin of the Lady Rini,"Coffin, Rishi, Lady Rini","Wood (ficus sycomorus), stucco, paint, paraffin",Second Intermediate Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/12.181.299.jpg
MET_544792,Met Museum,Model vase,Model vase,"Wood, paint",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/12.182.24_view_1.jpg
MET_544793,Met Museum,Model vase,Model vase,"Wood, paint",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/12.182.25_view_2.jpg
MET_544794,Met Museum,Stela of Senu,"Stela, Senu, Imseti, Hapy",Limestone,New Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/LC-12_182_39_EGDP029823.jpg
MET_544796,Met Museum,Canopic jar of Tetinakht: Duamutef,"Canopic jar, jackal lid","Pottery, Marl A4",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP275987.jpg
MET_544797,Met Museum,Stela of Amenhotep Adoring the Rising and Setting Sun,"Stela, Amenhotep, Rising and Setting Sun","Sandstone, paint",New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/EG61_17.2.6.jpg
MET_544798,Met Museum,Viscera Figure of Duamutef,"Funerary figure, Duamutef, Viscera figure",Wax,Third Intermediate Period or later,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-06_1189a_EGDP036217.jpg
MET_544799,Met Museum,Viscera Figure of Imseti,"Funerary figure, Imseti, Viscera figure",Wax,Third Intermediate Period or later,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-06_1189b_EGDP036211.jpg
MET_544803,Met Museum,Shen amulet of Reniseneb,"Amulet, Shen, Reniseneb","Gold, carnelian",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-16191-001.jpg
MET_544804,Met Museum,Female figure,Female figure,Baked clay,Middle Kingdom–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-14_1_417_EGDP030971.jpg
MET_544806,Met Museum,Stone Jug,Jug,Travertine (Egyptian alabaster),New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP276009.jpg
MET_544807,Met Museum,Basin,"Basin, handle",Bronze or copper alloy,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.436_EGDP010740.jpg
MET_544808,Met Museum,SItula-shaped Jar,"Jar, metal",Bronze or copper alloy,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.435_EGDP010858.jpg
MET_544809,Met Museum,"Cup, metal, handle","Cup, metal, handle",Copper alloy,New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.438_EGDP010715.jpg
MET_544810,Met Museum,Gaming pieces,"Game pieces (8), knucklebones (2); TW-STOP7",Ivory,Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP160290.jpg
MET_544812,Met Museum,Upper Half of a Female Figurine,"Figurine, female, fragmentary",Pottery,Late Middle Kingdom–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-17_6_74_EGDP031818.jpg
MET_544813,Met Museum,Statue of Roy Chanting the Solar Hymn Written on His Stela,"Statue, Roy, Solar Hymn, stela, stelephorous","Limestone, paint",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP311579.jpg
MET_544815,Met Museum,Ax head with monkey figure,Ax head with monkey figure,Bronze or copper alloy,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP226285.jpg
MET_544816,Met Museum,Ax head inscribed for Khumeh with two baboons and a papyrus column,Ax head with 2 cynocephali apes and papyrus column,Bronze or copper alloy,Middle Kingdom–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.834.JPG
MET_544817,Met Museum,Ax head with cynocephalus,Ax head with cynocephalus,Bronze or copper alloy,First Intermediate Period–Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/25.2.15.jpg
MET_544818,Met Museum,Ax head with two bulls,Ax head with two bulls,Bronze or copper alloy,Middle Kingdom–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/21.2.7.jpg
MET_544819,Met Museum,Cowroid Naming Queen Ahmose Nefertari,"Cowroid, Queen Ahmose Nefertari",Glazed steatite,New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.172_EGDP010634.jpg
MET_544822,Met Museum,Jug Decorated with Dolphins and Birds,"Jug, Dolphins","Pottery, manganese black, gypsum fill",Middle Kingdom or Second Intermediate Period,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP350589.jpg
MET_544823,Met Museum,Sphinx of Amenhotep II,"Sphinx, Amenhotep II",Sandstone,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP136532.jpg
MET_544824,Met Museum,Funerary Mask of a Woman,"Mask, diadem","Cartonnage, gesso, paint, gold, copper alloy, faience",New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP298039.jpg
MET_544825,Met Museum,Bowl with a Hathor cow,"Bowl, votive, Hathor, cow",Bronze,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-37025-006.jpg
MET_544826,Met Museum,Arm Panel From a Ceremonial Chair of Thutmose IV,"Chair, Arm Panel",Wood (<em>Ficus sycomorus</em>?),New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP-17705-001.jpg
MET_544828,Met Museum,Amphora-shaped perfume bottle,"Bottle, amphora",Glass,New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-17730-002.jpg
MET_544833,Met Museum,Hes Vase,"Libation Vessel, hes vase, Thutmose IV",Faience,New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_37a_b_EGDP025679.jpg
MET_544836,Met Museum,Model of Papyrus Roll,"Model Papyrus Roll, Thutmose IV",Faience,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_34_EGDP037343.jpg
MET_544837,Met Museum,Model of Papyrus Roll,"Model Papyrus Roll, Thutmose IV",Faience,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_33_EGDP037338.jpg
MET_544838,Met Museum,Model of Papyrus Roll from the Tomb of Thutmose IV,"Model, papyrus roll, Thutmose IV",Faience,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_32_EGDP037347.jpg
MET_546954,Met Museum,Game piece,Game piece,Wood,Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP276018.jpg
MET_546955,Met Museum,Bowl,Bowl,Pottery: gulleh ware,Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/32.3.137_view_2-crop.jpg
MET_546956,Met Museum,Rishi coffin,"Coffin, Rishi, no name","Wood (ficus sycomorus), stucco, paint",Second Intermediate Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/12.181.301.jpg
MET_546957,Met Museum,Rishi coffin,"Coffin, Rishi","Sycomore wood, stucco, paint",Second Intermediate Period–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-278-002.jpg
MET_546958,Met Museum,Ax,Ax,"Copper alloy, Wood, leather (modern)",Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP240487.jpg
MET_546959,Met Museum,Linen fragment,Linen fragment,Linen,Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.406b.jpg
MET_546960,Met Museum,Partially Restored Oblique Lyre,"Music, lyre, oblique","Wood (frame), bronze or copper alloy, (staple)
Bronze",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.504.jpg
MET_546961,Met Museum,Kohl Jar with a Cloth Stopper,"Kohl Jar, stopper","Serpentinite (?), linen stopper wad",Second Intermediate Period–Early New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP276020.jpg
MET_546962,Met Museum,Kohl Stick,Kohl Stick,Wood,Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP276020.jpg
MET_544095,Met Museum,Butterfly amulet,"Amulet, Butterfly","Faience, paint",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.513_top.jpg
MET_544096,Met Museum,Butterfly amulet,"Amulet, Butterfly","Faience, paint",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.512_top.jpg
MET_544097,Met Museum,Dragonfly amulet,"Amulet, Dragonfly",Faience,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/22.1.285_top.jpg
MET_544099,Met Museum,Dragonfly amulet,"Amulet, Dragonfly","Faience, paint",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.514_top.jpg
MET_544100,Met Museum,Crocodile statue,"Statue, Crocodile",Granite,Roman Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT6836.jpg
MET_544101,Met Museum,Hippopotamus figurine,"Figurine, Hippopotamus",Travertine (Egyptian alabaster),Late Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP157553.jpg
MET_544102,Met Museum,A small inlaid sculpture of a soft-shelled turtle,"Amulet, Turtle, inlaid, soft-shelled","Amethyst, turquoise, lapis-lazuli, carnelian, adhesive",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.1359_top.jpg
MET_544103,Met Museum,"Frog on a lotus pad, perhaps a weight","Amulet, Frog on a lotus pad",Bronze or copper alloy,Modern,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/1970.197.JPG
MET_544104,Met Museum,Frog Amulet,"Amulet, Frog",Chlorite (1994),Late Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.1928_lp.jpg
MET_544105,Met Museum,Toad Amuleet,"Amulet, Toad (?)",Faience,Late Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.1921_rp.jpg
MET_544106,Met Museum,Frog Amulet,"Amulet, Frog",Porphyry,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP169205.jpg
MET_544107,Met Museum,Amulet Possibly Depicting a Tree Frog,"Amulet, tree frog (?)",Faience,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.1028_rp.jpg
MET_544108,Met Museum,Frog amulet,"Amulet, Frog",Serpentinite,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/30.8.861_rp.jpg
MET_544109,Met Museum,Frog amulet,"Amulet, Frog",Faience,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.1918_rp.jpg
MET_544110,Met Museum,Apotropaic rod,Magic rod,Glazed steatite,Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP330289.jpg
MET_544111,Met Museum,Turtle amulet,"Amulet, Turtle",Carnelian,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.2397_EGDP010625.jpg
MET_544112,Met Museum,Turtle amulet,"Amulet, Turtle",Quartz and hematite,Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.2398_top.jpg
